legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category,remove_reason
《28、29频道合作协议》,公共文化与传媒,ai,True,<泛类型>,《频道合作协议》属广播电视传媒领域。,公共文化与传媒,(6-7) 泛型法条被AI分为具体分类'公共文化与传媒'，应删除 | 原标记: <泛类型> | 法条: 《28、29频道合作协议》
《30218综采工作面作业规程》,安全生产,ai,True,<泛类型>,矿井综采作业规程属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《30218综采工作面作业规程》
《3131综放工作面作业规程》,安全生产,ai,True,<泛类型>,矿山作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3131综放工作面作业规程》
《3199采煤工作面作业规程》,安全生产,ai,True,<泛类型>,采煤作业规程属矿山安全生产规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3199采煤工作面作业规程》
《3202综采工作面作业规程》,安全生产,ai,True,<泛类型>,矿山作业规程属生产安全管理规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3202综采工作面作业规程》
《3204回撤通道掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿井作业规程属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3204回撤通道掘进工作面作业规程》
《32K13综采工作面外切眼安装作业规程》,安全生产,ai,True,<泛类型>,矿井作业规程属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《32K13综采工作面外切眼安装作业规程》
《32K13综采工作面超前支护强度验算及防倒措施》,安全生产,ai,True,<泛类型>,煤矿支护强度、防倒措施属安全生产。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《32K13综采工作面超前支护强度验算及防倒措施》
《3308综放工作面作业规程》,安全生产,ai,True,<泛类型>,《作业规程》属矿山安全生产规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3308综放工作面作业规程》
《3309综放工作面回采作业规程》,安全生产,ai,True,<泛类型>,矿山回采作业规程属生产安全规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3309综放工作面回采作业规程》
《3401综采工作面回采作业规程》,安全生产,ai,True,<泛类型>,煤矿综采作业规程属安全生产规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3401综采工作面回采作业规程》
《3403工作面水文地质情况评估报告》,安全生产,ai,True,<泛类型>,矿井工作面水文地质评估属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3403工作面水文地质情况评估报告》
《3404采煤工作面作业规程》,安全生产,ai,True,<泛类型>,采煤作业规程属矿山安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《3404采煤工作面作业规程》
《401106回采工作面作业规程》,安全生产,ai,True,<泛类型>,矿井回采作业规程属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《401106回采工作面作业规程》
《401110回风顺槽掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿井掘进作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《401110回风顺槽掘进工作面作业规程》
《401盘区冲击地压防治专项设计》,安全生产,ai,True,<泛类型>,《冲击地压防治专项设计》属矿山安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《401盘区冲击地压防治专项设计》
《402101工作面掘进期间冲击危险性评价及防冲设计》,安全生产,ai,True,<泛类型>,煤矿工作面防冲击危险设计属安监。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《402101工作面掘进期间冲击危险性评价及防冲设计》
《402101掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿山掘进作业规程，属生产安全规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《402101掘进工作面作业规程》
《40307工作面回风顺槽掘进作业规程》,安全生产,ai,True,<泛类型>,矿井掘进作业规程，属安全生产规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《40307工作面回风顺槽掘进作业规程》
《40307胶带顺槽掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿山作业规程与生产安全直接相关。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《40307胶带顺槽掘进工作面作业规程》
《40307运顺爆破卸压记录台账》,安全生产,ai,True,<泛类型>,涉及爆破作业台账，属危化安全管理。,安全生产/危化品,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《40307运顺爆破卸压记录台账》
《4110综放工作面作业规程》,安全生产,ai,True,<泛类型>,系矿井作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《4110综放工作面作业规程》
《4302综放工作面采煤作业规程》,安全生产,ai,True,<泛类型>,矿山采煤作业规程，属生产安全规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《4302综放工作面采煤作业规程》
《4316综放工作面作业规程》,安全生产,ai,True,<泛类型>,矿井作业规程属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《4316综放工作面作业规程》
《50106回撤通道掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿井作业规程属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《50106回撤通道掘进工作面作业规程》
《504主运顺槽掘进工作面扩帮作业规程》,安全生产,ai,True,<泛类型>,矿井掘进作业规程，属生产安全规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《504主运顺槽掘进工作面扩帮作业规程》
《5108上分层回风顺槽作业规程》,安全生产,ai,True,<泛类型>,矿井作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《5108上分层回风顺槽作业规程》
《5108主运顺槽掘进作业规程》,安全生产,ai,True,<泛类型>,矿井掘进作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《5108主运顺槽掘进作业规程》
《51101综采工作面作业规程》,安全生产,ai,True,<泛类型>,矿山综采作业规程属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《51101综采工作面作业规程》
《51203综采工作面防灭火措施》,安全生产,ai,True,<泛类型>,煤矿综采工作面防灭火安全管理措施。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《51203综采工作面防灭火措施》
《513外段工作面停产线外错防冲专项措施》,安全生产,ai,True,<泛类型>,矿山工作面停产防冲专项安全措施相关。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《513外段工作面停产线外错防冲专项措施》
《56902运料道掘进工作面作业规程》,安全生产,ai,True,<泛类型>,煤矿作业规程，属生产安全规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《56902运料道掘进工作面作业规程》
《58同城网络服务通用条款》,网络/数据安全,ai,True,<泛类型>,系网络平台服务条款，属网络规范。,网络/数据安全,(6-7) 泛型法条被AI分为具体分类'网络/数据安全'，应删除 | 原标记: <泛类型> | 法条: 《58同城网络服务通用条款》
《60306采煤工作面作业规程》第四节第七项、,安全生产,ai,True,<泛类型>,矿山采煤作业规程，典型安全生产。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《60306采煤工作面作业规程》第四节第七项、
《6105作业规程》,安全生产,ai,True,<泛类型>,作业规程属安全操作规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《6105作业规程》
《61701回风巷掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿井掘进作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《61701回风巷掘进工作面作业规程》
《6分卡资费》,市场秩序与竞争监管,ai,True,<泛类型>,《资费》涉及收费标准与价格管理。,价格/收费,(6-7) 泛型法条被AI分为具体分类'市场秩序与竞争监管'，应删除 | 原标记: <泛类型> | 法条: 《6分卡资费》
《7317综采工作面作业规程》,安全生产,ai,True,<泛类型>,矿井综采作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《7317综采工作面作业规程》
《8101运中巷掘进工作面作业规程》,安全生产,ai,True,<泛类型>,矿井掘进作业规程，属生产安全管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《8101运中巷掘进工作面作业规程》
《8302东工作面作业规程》,安全生产,ai,True,<泛类型>,《作业规程》属矿山安全操作规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《8302东工作面作业规程》
《8310工作面联络巷作业规程》,安全生产,ai,True,<泛类型>,矿山作业规程属安全生产规范。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《8310工作面联络巷作业规程》
《8310综采工作面作业规程》,安全生产,ai,True,<泛类型>,《作业规程》属矿山安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《8310综采工作面作业规程》
《8805采煤工作面作业规程》,安全生产,ai,True,<泛类型>,采煤工作面作业规程属安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《8805采煤工作面作业规程》
《916上03工作面作业规程》,安全生产,ai,True,<泛类型>,《作业规程》体现矿山安全生产管理。,安全生产,(6-7) 泛型法条被AI分为具体分类'安全生产'，应删除 | 原标记: <泛类型> | 法条: 《916上03工作面作业规程》
